,repo,y,forks_count,is_link_in_description,doc_terms_in_readme,png_count,avg_folder_depth,md_count,html_count,doc_in_description_or_title,hw_terminology_file_or_dir_names,hw_in_description_or_title,file_folder_ratio,is_io_page,avg_entropy,repo_size,intro_or_course_in_description_or_title,pdf_count,up_to_dateness,watcher_count,source_code_file_ratio,website_in_description_or_title,open_issue_count,file_count,edu_mail_ratio,hw_terminology_commits
17,https://github.com/raspberrypi/documentation,DOCS,684,0,89,0.22676579925650558,2.6458333333333335,141.0,0.0,2,0,0,3.448717948717949,0,0.7014770434905888,50289,0,0.0,14538.178736,1235,0.0,0,117,269,0.0136986301369863,1
18,https://github.com/bundestag/gesetze,DOCS,135,0,0,0.0,1.9998412698412698,6300.0,0.0,0,0,0,1.3690532637901058,0,0.7010542369664168,185337,0,0.0,81606704.2864,1336,0.0,0,38,8662,0.0,0
19,https://github.com/fsr-itse/docs,DOCS,7,0,0,0.0,1.0,4.0,0.0,1,0,0,2.5,0,0.48149856400555996,51,0,0.0,534318.889706,14,0.0,0,1,5,0.14285714285714285,0
20,https://github.com/BloombergMedia/whatiscode,WEB,221,0,0,0.2099056603773585,2.25,3.0,0.01179245283018868,0,0,0,9.422222222222222,0,0.8271547182360371,52036,0,0.0,13941967.734915,2786,0.16037735849056603,0,59,424,0.0,0
21,https://github.com/JaceRobinson8/jacerobinson8.github.io,WEB,0,0,0,0.09859154929577464,2.142857142857143,1.0,0.014084507042253521,0,0,0,3.736842105263158,1,0.6660251993922489,11745,0,0.0,322738.466999,0,0.14084507042253522,0,0,71,1.0,0
22,https://github.com/rubymonstas-zurich/rubymonstas-zurich.github.io,WEB,2,0,0,0.041176470588235294,2.7941176470588234,1.0,0.052941176470588235,0,53,0,2.2666666666666666,1,0.8574885274759139,35607,0,0.0,604477.641826,0,0.041176470588235294,1,0,170,0.0,7
23,https://github.com/ianli/elbowpatched-boilerplate,WEB,5,0,2,0.25,1.4,1.0,0.08333333333333333,0,0,0,3.0,0,0.7445089438352402,1784,0,0.0,62875576.351922,11,0.0,1,0,24,0.0,0
24,https://github.com/whoisjuan/whoisjuan.github.io,WEB,3,0,0,0.15302013422818792,3.1842105263157894,1.0,0.09261744966442953,0,0,0,12.016129032258064,1,0.6333085883064307,77054,0,0.0,664117.304461,0,0.05503355704697987,0,0,745,0.0,2
25,https://github.com/ericfischer/housing-inventory,DATA,16,0,0,0.0,1.8888888888888888,1.0,0.0,0,0,0,6.127659574468085,0,0.5799082209408294,9465,0,0.0,8371426.056435,106,0.0,0,0,288,0.5,0
26,https://github.com/GSA/data,DATA,63,0,0,0.03508771929824561,1.0,3.0,0.017543859649122806,0,0,0,14.25,0,0.6309971334160611,1537,0,0.0,494117.644329,154,0.0,0,13,57,0.0,0
27,https://github.com/OpenExoplanetCatalogue/open_exoplanet_catalogue,DATA,169,0,1,0.0,1.0,1.0,0.0,0,0,0,1366.0,0,0.6277524879405354,18330,0,0.0,61807.316703,398,0.0005490483162518302,0,102,5464,0.05,5
28,https://github.com/Hipo/university-domains-list,DATA,59,0,0,0.0,1.0,1.0,0.0,0,0,0,2.5,0,0.4867724014603539,826,0,0.0,49087.845239,118,0.0,0,3,5,0.030303030303030304,2
29,https://github.com/minimaxir/big-list-of-naughty-strings,DATA,734,0,0,0.0,1.3333333333333333,1.0,0.0,0,0,0,3.0,0,0.6063858960635611,310,0,0.0,26860.148711,19043,0.4,0,28,15,0.0,0
30,https://github.com/BloombergMedia/whatiscode,WEB,221,0,0,0.2099056603773585,2.25,3.0,0.01179245283018868,0,0,0,9.422222222222222,0,0.8271547182360371,52036,0,0.0,13941967.734915,2786,0.16037735849056603,0,59,424,0.0,0
31,https://github.com/JaceRobinson8/jacerobinson8.github.io,WEB,0,0,0,0.09859154929577464,2.142857142857143,1.0,0.014084507042253521,0,0,0,3.736842105263158,1,0.6660251993922489,11745,0,0.0,322738.466999,0,0.14084507042253522,0,0,71,1.0,0
32,https://github.com/ianli/elbowpatched-boilerplate,WEB,5,0,2,0.25,1.4,1.0,0.08333333333333333,0,0,0,3.0,0,0.7445089438352402,1784,0,0.0,62875576.351922,11,0.0,1,0,24,0.0,0
33,https://github.com/nasa/code-nasa-gov,WEB,25,0,0,0.36363636363636365,1.375,1.0,0.16363636363636364,0,0,0,5.5,0,0.7967593711229194,29759,0,0.0,42167.575503,145,0.03636363636363636,0,21,55,0.0,0
34,https://github.com/mpv-player/mpv-player.github.io,WEB,5,1,0,0.08823529411764706,1.2727272727272727,0.0,0.20588235294117646,0,0,0,2.4285714285714284,1,0.6553588634351244,2915,0,0.0,101627.28146,12,0.08823529411764706,0,2,34,0.0,0
35,https://github.com/iawe/iawe.github.io,WEB,0,0,0,0.4186046511627907,1.2,1.0,0.023255813953488372,0,0,0,6.142857142857143,1,0.7485993953651721,2299,0,0.0,29256924.335988,0,0.046511627906976744,0,0,43,0.5,0
36,https://github.com/Lucifier129/Lucifier129.github.io,WEB,41,0,1,0.016835016835016835,3.2885906040268456,45.0,0.045454545454545456,0,0,0,7.425,1,0.6345428458627761,45560,0,0.0,2374731.737944,219,0.4511784511784512,0,10,1782,0.0,0
37,https://github.com/DataScienceSpecialization/DataScienceSpecialization.github.io,WEB,2457,1,0,0.0,1.0,14.0,0.25,0,0,0,4.8,1,0.5870434015703491,558,0,0.0,1143942.161814,1250,0.0,0,6,24,0.0,3
38,https://github.com/Azure/azure.github.io,WEB,24,0,2,0.09433962264150944,3.4782608695652173,2.0,0.16037735849056603,0,0,0,0.9636363636363636,1,0.5795303329809209,4484,0,0.0,4053227.882963,14,0.03773584905660377,0,2,106,0.0,0
39,https://github.com/emberjs/website,WEB,1246,0,2,0.49034038638454464,3.2,299.0,0.0,0,2,0,10.254716981132075,0,0.7870898377346633,59931,0,0.0,91683.020834,547,0.040478380864765406,1,26,1087,0.0065005417118093175,23
40,https://github.com/mono/website,WEB,324,0,2,0.2833333333333333,3.8074074074074074,955.0,0.012,0,3,0,4.838709677419355,0,0.7355421825133698,54546,0,0.0,271938.219819,171,0.0006666666666666666,1,7,1500,0.014184397163120567,2
41,https://github.com/destinygg/website,WEB,37,0,1,0.3235294117647059,2.9682539682539684,2.0,0.0,0,2,0,4.675,0,0.7148327318659062,49690,0,0.0,455065.445239,52,0.5,1,15,374,0.0,17
42,https://github.com/ppi/website,WEB,24,0,1,0.14666666666666667,3.6440677966101696,1.0,0.0,0,0,0,2.227722772277228,0,0.6501707899249289,9803,0,0.0,21598954.188516,21,0.4577777777777778,2,10,225,0.0,0
43,https://github.com/developer-portal/website,WEB,30,0,4,0.32460732984293195,1.6666666666666667,4.0,0.14136125654450263,0,0,0,10.61111111111111,0,0.7753835731224954,9777,0,0.0,4013583.894965,19,0.09424083769633508,1,10,191,0.0,0
44,https://github.com/datproject/website,WEB,24,0,0,0.3380281690140845,1.7142857142857142,16.0,0.08450704225352113,0,0,0,5.916666666666667,0,0.700323119731215,55258,0,0.0,284669.044353,21,0.07042253521126761,2,1,71,0.0,0
45,https://github.com/railsinstaller/website,WEB,20,0,5,0.11267605633802817,2.0952380952380953,3.0,0.06338028169014084,0,0,0,4.896551724137931,0,0.6681519630116626,6233,0,0.0,1987990.130505,26,0.07746478873239436,2,1,142,0.0,0
46,https://github.com/wics-uw/website,WEB,37,1,4,0.12195121951219512,2.4615384615384617,98.0,0.2073170731707317,0,0,0,8.2,0,0.6424375841092473,367,0,0.0,273195.433582,8,0.018292682926829267,1,9,164,0.075,3
47,https://github.com/DevOpsBootcamp/website,WEB,22,0,0,0.45,1.4,1.0,0.01,1,1,0,14.285714285714286,0,0.8017799006016726,64450,0,0.0,4324674.036531,20,0.05,1,7,100,0.0,10
48,https://github.com/sagemath/website,WEB,25,0,9,0.11814611154752554,5.66984126984127,1.0,0.8262372348782404,0,1,0,11.875,0,0.6439810562594058,77098,0,0.0,346552.273052,12,0.007069913589945012,2,21,6365,0.13793103448275862,3
49,https://github.com/FOSDEM/website,WEB,19,0,6,0.19621749408983452,2.696969696969697,1.0,0.18912529550827423,0,0,0,9.195652173913043,0,0.6773293878319188,43630,0,0.0,265717.007445,17,0.0851063829787234,2,0,423,0.0,5
50,https://github.com/ProseMirror/website,WEB,25,0,2,0.3137254901960784,2.2,7.0,0.21568627450980393,0,0,0,4.636363636363637,0,0.7091301436552602,867,0,0.0,128735.143002,15,0.21568627450980393,2,3,102,0.16666666666666666,0
51,https://github.com/nasa/api-docs,WEB,38,0,0,0.07692307692307693,2.125,3.0,0.0,2,0,0,3.5454545454545454,0,0.6288370326279576,6566,0,0.0,951434.589056,153,0.28205128205128205,0,39,39,0.0,0
52,https://github.com/ehsteve/NASA-rocket-science.github.io,WEB,0,0,0,0.08333333333333333,1.0,2.0,0.2916666666666667,0,0,0,2.823529411764706,1,0.6336461421715219,306,0,0.0,19543045.112754,0,0.14583333333333334,0,0,48,0.0,0
53,https://github.com/barshamaharjan/barshamaharjan.github.io,WEB,0,0,0,0.15476190476190477,1.5714285714285714,0.0,0.011904761904761904,0,0,0,4.9411764705882355,1,0.7466384229714267,2979,0,0.0,37206155.338414,0,0.11904761904761904,0,0,84,0.0,0
54,https://github.com/jimeh/jimeh.me-api,WEB,0,0,0,0.0,1.3333333333333333,17.0,0.0,0,0,0,4.375,0,0.5449426246743285,176,0,0.0,46490686.462694,1,0.22857142857142856,0,0,35,0.0,0
55,https://github.com/corefan/playfuljs,WEB,0,0,0,0.16901408450704225,1.9090909090909092,5.0,0.07042253521126761,0,0,0,4.4375,0,0.7552019699083643,5331,0,0.0,79472952.945339,0,0.0,0,0,71,0.0,0
56,https://github.com/amyboyd/amyboyd.co.uk,WEB,1,0,0,0.0410958904109589,2.0,8.0,0.1643835616438356,0,0,0,4.294117647058823,0,0.7131907532132711,5842,0,0.0,7535448.606075,1,0.0273972602739726,0,0,73,0.0,1
57,https://github.com/tskharva/thomasdavis.github.io,WEB,0,0,2,0.2222222222222222,2.6842105263157894,4.0,0.2777777777777778,0,0,0,2.6666666666666665,1,0.7208088516991897,870,0,0.0,108145033.053248,0,0.027777777777777776,0,0,144,0.0,1
58,https://github.com/menardmb/kleptocreations.com,WEB,0,0,0,0.26842105263157895,3.736842105263158,0.0,0.1736842105263158,0,0,0,3.5849056603773586,0,0.664904800854407,412,0,0.0,159421620.530382,1,0.03684210526315789,0,0,190,0.0,0
59,https://github.com/Jarreddebeer/breaktherules,WEB,0,0,0,0.4148148148148148,2.9,1.0,0.02962962962962963,0,0,0,7.105263157894737,0,0.798866410163726,1140,0,0.0,55263754.778342,0,0.07407407407407407,1,0,135,0.5,0
60,https://github.com/stuntguy3000/stuntguy3000.github.io,WEB,0,0,0,0.1,1.0,0.0,0.4,0,0,0,1.25,1,0.6469281200133163,196,0,0.0,12944871.729237,0,0.3,0,0,10,0.0,0
61,https://github.com/asoborov/www.instead,WEB,0,1,0,0.460431654676259,1.25,22.0,0.10071942446043165,0,0,0,9.928571428571429,0,0.8262331585230754,3454,0,0.0,90336853.04522,0,0.050359712230215826,0,0,139,0.0,0
62,https://github.com/sigifredo/CaguappPagina,WEB,0,0,0,0.5869565217391305,1.0,0.0,0.13043478260869565,0,0,0,11.5,0,0.7978120096137096,409,0,0.0,76368693.85861,0,0.043478260869565216,0,0,46,0.0,0
63,https://github.com/kamilrextin/KamilWebSite,WEB,0,0,0,0.4801980198019802,3.0,1.0,0.0049504950495049506,0,0,0,7.481481481481482,0,0.8373663375211876,6456,0,0.0,94082140.60117,0,0.06930693069306931,1,0,202,0.0,0
64,https://github.com/ikew0ng/Blog,WEB,5,0,0,0.35772357723577236,3.710144927536232,0.0,0.14634146341463414,0,0,0,4.823529411764706,0,0.7101858131057995,11345,0,0.0,100750809.158539,0,0.16260162601626016,0,2,492,0.0,45
65,https://github.com/rockheart/rockheart.github.io,WEB,0,0,0,0.25,1.0,0.0,0.125,0,0,0,1.6,1,0.6135070831036888,120,0,0.0,62522178.087523,0,0.125,0,0,8,0.0,0
66,https://github.com/ryan-c-lewis/under_codestruction,WEB,0,0,0,0.02830188679245283,2.5454545454545454,2.0,0.0,0,0,0,3.4193548387096775,0,0.621085662629977,1077,0,0.0,62525090.132429,0,0.6509433962264151,1,0,106,0.5,0
67,https://github.com/tcsthyc/hexoPB,WEB,0,0,0,0.06779661016949153,2.3846153846153846,0.0,0.3728813559322034,0,0,0,1.5526315789473684,0,0.7249388770647248,792,0,0.0,18040288.083468,0,0.11864406779661017,0,0,59,0.0,0
68,https://github.com/CamZHU/camzhu.github.io,WEB,0,0,0,0.02040816326530612,1.0,2.0,0.14285714285714285,0,0,0,6.125,1,0.6262654223685357,15150,0,0.0,4602445.308634,0,0.0,1,0,49,0.0,0
69,https://github.com/samuderapase/ILC2,WEB,0,0,0,0.1391509433962264,5.202898550724638,1.0,0.049528301886792456,0,0,0,3.623931623931624,0,0.6855843135028586,2968,0,0.0,130582864.453577,0,0.44575471698113206,0,0,424,0.0,0
70,https://github.com/nicolas-navarro-guerrero/my-cv-templates,OTHER,0,0,2,0.05454545454545454,1.0,3.0,0.0,0,0,0,11.0,0,0.7425787616244804,2249,0,0.03636363636363636,28631011.543037,0,0.0,0,0,55,0.0,0
71,https://github.com/nasa/nasa-latex-docs,OTHER,14,0,0,0.03333333333333333,2.142857142857143,1.0,0.0,1,0,0,2.727272727272727,0,0.5348968914188101,332,0,0.5,12209304.313688,77,0.03333333333333333,0,1,30,0.0,0
72,https://github.com/jdavis/latex-homework-template,OTHER,133,0,0,0.5,1.0,2.0,0.0,0,2,2,4.666666666666667,0,0.7818754551119482,999,0,0.07142857142857142,5100898.07962,260,0.0,0,1,14,0.0,3
73,https://github.com/mweinberger-tgm/Dokumentenvorlage,OTHER,0,1,0,0.09090909090909091,1.0,1.0,0.0,0,0,0,2.75,0,0.6197475576247622,281,0,0.2727272727272727,32159084.797909,1,0.0,0,0,11,1.0,0
74,https://github.com/graymd/test_global_gitignore_repo,OTHER,0,0,0,0.0,1.0,1.0,0.0,0,0,0,1.25,0,0.12711900495809705,120,0,0.0,58773094.771895,0,0.0,0,0,5,0.0,0
75,https://github.com/Basqiat/python,OTHER,0,0,0,0.0,1.0,1.0,0.0,0,0,0,1.5,0,0.13715314996507957,108,0,0.0,107028686.738518,0,0.3333333333333333,0,0,3,0.0,0
76,https://github.com/Chummel/week2-hello-world,OTHER,1,0,0,0.0,1.0,0.0,0.0,0,0,0,2.5,0,0.45053793513017143,5,0,0.0,31036752.584466,0,0.4,0,0,5,0.0,0
77,https://github.com/Nameless13/learngit,OTHER,0,0,20,0.0,5.666666666666667,52.0,0.0,0,2,0,4.2,0,0.5980637434133893,266,0,0.0,2297343.558516,0,0.47619047619047616,0,0,336,0.0,0
78,https://github.com/arunsubhash/GitHubHelloWorld,OTHER,0,0,0,0.0,1.0,1.0,0.0,0,0,0,1.5,0,0.36667127163936714,120,0,0.0,51243690.417801,0,0.3333333333333333,0,0,3,0.0,0
79,https://github.com/lgtcarol/class-design,OTHER,0,0,0,0.0,1.0,1.0,0.0,0,0,0,2.5,0,0.52755460029887,104,0,0.0,101734244.121727,0,0.2,0,0,5,0.0,0
80,https://github.com/khambro/js-practice,OTHER,0,0,0,0.0,1.0,0.0,0.25,0,0,0,2.0,0,0.4342931658218504,1,0,0.0,37253669.402679,0,0.25,0,0,4,0.0,0
81,https://github.com/neran27/test2,OTHER,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0.5,0,0.04351058207185226,116,0,0.0,66991480.482002,0,0.0,0,0,1,0.0,0
82,https://github.com/theironyard/sky-bootstrap-demo,OTHER,0,0,0,0.0,1.0,1.0,0.3333333333333333,0,0,0,1.0,0,0.5464839528571419,6,0,0.0,32381429.104408,0,0.3333333333333333,0,0,3,0.0,0
83,https://github.com/sandydrew/tsanddart,OTHER,0,0,0,0.13333333333333333,2.0,1.0,0.06666666666666667,0,0,0,2.142857142857143,0,0.6110390713534056,216,0,0.0,115936351.142503,0,0.3333333333333333,0,0,15,0.0,0
84,https://github.com/octocat/Spoon-Knife,OTHER,88449,0,2,0.0,1.0,1.0,0.25,0,0,0,2.0,0,0.4631077697466484,1407736,0,0.0,6056.384822,9960,0.0,0,9440,4,0.0,0
85,https://github.com/manish911/OTC,OTHER,0,0,0,0.0,1.0,1.0,0.0,0,0,0,3.0,0,0.49213461929016056,196,0,0.0,54728338.14793,0,0.0,0,1,6,0.0,0
86,https://github.com/Maffblaster/try_git,OTHER,0,0,0,0.0,1.0,0.0,0.0,0,0,0,2.0,0,0.3671630399811237,100,0,0.0,126980702.284261,0,0.0,0,0,6,0.0,0
87,https://github.com/Maffblaster/travis-broken-example,OTHER,0,0,0,0.0,1.0,1.0,0.0,0,0,0,2.5,0,0.42917936314866284,83,0,0.0,42652222.162803,0,0.2,0,0,5,0.0,0
88,https://github.com/taiqingmen/TestDemos,OTHER,0,0,0,0.0,1.0,0.0,0.0,0,0,0,1.0,0,0.5900058043958631,100,0,0.0,49560729.56655,0,0.0,0,0,2,0.0,0
89,https://github.com/typedow/HelloGit,OTHER,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0.5,0,0.0,88,0,0.0,176669859.656807,1,0.0,0,0,1,0.0,0
90,https://github.com/recio862/TeamMe,OTHER,0,0,0,0.0,6.137931034482759,1.0,0.0,0,0,0,13.340909090909092,0,0.5773584692256782,2996,0,0.0,45363313.949054,0,0.4565587734241908,0,0,587,1.0,0
91,https://github.com/samuelcarrington/TestGitHub1,OTHER,0,0,0,0.0,1.0,1.0,0.0,0,0,0,1.0,0,0.2711239255280785,0,0,0.0,36894411.881052,0,0.0,0,0,2,0.0,0
92,https://github.com/DotTry/Test,OTHER,0,0,0,0.0,1.0,1.0,0.0,0,0,0,1.5,0,0.36668508949165185,128,0,0.0,54400268.568098,0,0.0,0,0,3,0.5,0
93,https://github.com/chadrem/domain_wow,OTHER,1,0,0,0.0,1.0,0.0,0.0,0,0,0,1.5,0,0.3696343204788333,92,0,0.0,188107631.537701,1,0.3333333333333333,0,0,3,0.0,0
94,https://github.com/tadzik/simpleburner,OTHER,0,0,0,0.0,1.0,0.0,0.0,0,0,0,2.0,0,0.5977274328369441,341,0,0.0,188106040.67189,1,0.5,0,0,4,0.0,0
95,https://github.com/mamapitufo/rojored-preloader-examples,OTHER,0,0,0,0.0,2.5,0.0,0.1,0,0,0,1.1111111111111112,0,0.6492077571437569,296,0,0.0,186891456.768951,1,0.1,0,0,10,0.0,0
96,https://github.com/PritiAtDure/imonitor-client-March,OTHER,0,0,0,0.0,1.0,1.0,0.0,0,0,0,0.6666666666666666,0,0.33357431240290814,104,0,0.0,58287380.724504,0,0.0,0,0,2,0.0,0
97,https://github.com/cuongtq01595/DEMO,OTHER,0,0,0,0.0,1.0,1.0,0.0,0,0,0,1.5,0,0.21097744843741903,140,0,0.0,43071541.873247,0,0.0,0,0,3,0.0,0
98,https://github.com/julianandreslucatelli/Prueba,OTHER,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0.5,0,0.04337450815278568,0,0,0.0,34234472.383286,0,0.0,0,0,1,0.0,0
99,https://github.com/bhargavgajera/mytest,OTHER,0,0,0,0.0,1.0,0.0,0.0,0,0,0,1.0,0,0.34154216077224153,136,0,0.0,38654928.066834,0,0.0,0,0,2,0.0,0
100,https://github.com/gary7pick/general,OTHER,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0.5,0,0.04337450815278568,56,0,0.0,101418099.951597,0,0.0,0,0,1,0.0,0
101,https://github.com/PeerJ/paper-now,OTHER,77,0,1,0.09090909090909091,1.25,13.0,0.24242424242424243,0,0,0,3.3,0,0.5956458550221427,7511,0,0.0,29036605.854385,570,0.06060606060606061,0,17,33,0.125,1
102,https://github.com/pulitta/Id_crawler,OTHER,0,0,0,0.0,1.0,0.0,0.0,0,0,0,1.0,0,0.28923123538133044,128,0,0.0,88292196.128099,1,0.5,0,0,2,0.0,0
103,https://github.com/asifamin48/dell,OTHER,0,0,0,0.0,1.0,1.0,0.0,0,0,0,1.0,0,0.15434779120369596,0,0,0.0,87361115.000842,0,0.0,0,0,2,0.0,0
104,https://github.com/pmacn/PowerShellScripts,OTHER,0,0,0,0.0,1.0,1.0,0.0,0,0,0,2.5,0,0.46426699102660607,7,0,0.0,35504622.762735,0,0.0,0,0,5,0.0,0
105,https://github.com/educadoralex/simpsons-in-css,OTHER,1,0,0,0.0,1.0,1.0,0.3333333333333333,0,0,0,5.0,0,0.5352230305615853,254,0,0.0,100953012.357736,0,0.0,0,0,15,0.0,0
106,https://github.com/BrianEnigma/srt2scc,OTHER,0,0,0,0.0,1.0,0.0,0.0,0,0,0,1.5,0,0.3987626028029562,89,0,0.0,173581313.924995,4,0.3333333333333333,0,0,3,0.0,0
107,https://github.com/believe517/pilearngit,OTHER,0,0,0,0.0,1.0,1.0,0.0,0,0,0,1.5,0,0.30174278140772787,128,0,0.0,46585812.430762,0,0.0,0,0,3,0.0,0
108,https://github.com/kimil/Off-Canvas-Hybrid,OTHER,0,0,1,0.0,1.0,0.0,0.2,0,0,0,5.0,0,0.5771140138391763,143,0,0.0,151576274.830035,0,0.25,0,0,20,0.0,0
109,https://github.com/naughtyclive/surge_config,OTHER,0,0,0,0.0,1.0,0.0,0.0,0,0,0,2.0,0,0.5020160070280767,132,0,0.0,39189635.636371,0,0.0,0,0,4,0.0,0
110,https://github.com/kryksyh/udev-joystick-blacklist,OTHER,0,0,2,0.0,1.0,1.0,0.0,0,0,0,2.5,0,0.5342407270444818,14,0,0.0,34814694.399074,0,0.2,0,0,5,0.0,0
111,https://github.com/seancookr/useful_modules,OTHER,0,0,0,0.0,1.0,1.0,0.0,0,0,0,2.0,0,0.30171256678945246,124,0,0.0,77650434.049038,1,0.5,0,0,4,0.0,0
112,https://github.com/knausb/srtoolbox,OTHER,0,0,0,0.0,1.0,1.0,0.0,0,0,0,2.0,0,0.4719081797077115,7,0,0.0,16864949.409029,0,0.5,0,0,4,0.0,0
113,https://github.com/AlvaroSR/test-repo,OTHER,0,0,0,0.0,1.0,3.0,0.1111111111111111,0,0,0,4.5,0,0.4995178530962868,248,0,0.0,74945438.255604,0,0.0,0,0,9,0.0,0
114,https://github.com/Santosel/hello-world,OTHER,0,0,0,0.0,1.0,1.0,0.0,0,0,0,1.0,0,0.28860454903912225,172,0,0.0,75092322.745292,0,0.0,0,0,2,0.0,0
115,https://github.com/ButuzGOL/dotfiles,OTHER,0,0,0,0.0,1.3333333333333333,1.0,0.0,0,0,0,3.0,0,0.5105256874140485,28,0,0.0,32268130.444299,0,0.2,0,1,15,0.0,0
116,https://github.com/jnowland/jamesnowland.com,OTHER,0,0,0,0.0,1.0,1.0,0.0,0,0,0,1.0,0,0.2408106775012668,0,0,0.0,89035789.8901,0,0.0,0,0,2,0.0,0
117,https://github.com/Cloudstem/open-docs,OTHER,0,0,0,0.0,1.0,1.0,0.0,2,0,0,1.0,0,0.27877166769226236,0,0,0.0,37778810.450443,0,0.0,0,0,2,0.0,0
118,https://github.com/titaniumbones/dotemacs,OTHER,0,0,1,0.0,1.0,0.0,0.0,0,0,0,2.3333333333333335,0,0.5906232444705468,152,0,0.0,48498268.289804,0,0.0,0,0,7,1.0,0
